Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
length_of_interaction,jensen,8,7,27.0,41.0,9.0,22.0,0.551020408163,0.397058823529,0.461538461538
length_of_interaction,kullback leibler,8,1,0.0,0.0,50.0,49.0,0,0,0.0
length_of_interaction,kullback leibler,8,2,8.0,3.0,47.0,41.0,0.163265306122,0.727272727273,0.266666666667
length_of_interaction,kullback leibler,8,3,8.0,11.0,39.0,41.0,0.163265306122,0.421052631579,0.235294117647
length_of_interaction,kullback leibler,8,4,13.0,19.0,31.0,36.0,0.265306122449,0.40625,0.320987654321
length_of_interaction,kullback leibler,8,5,23.0,27.0,23.0,26.0,0.469387755102,0.46,0.464646464646
length_of_interaction,kullback leibler,8,6,24.0,43.0,7.0,25.0,0.489795918367,0.358208955224,0.413793103448
length_of_interaction,kullback leibler,8,7,24.0,40.0,10.0,25.0,0.489795918367,0.375,0.424778761062
length_of_interaction,mean kullback leibler,8,1,0.0,0.0,50.0,49.0,0,0,0.0
length_of_interaction,mean kullback leibler,8,2,14.0,7.0,43.0,35.0,0.285714285714,0.666666666667,0.4
length_of_interaction,mean kullback leibler,8,3,13.0,12.0,38.0,36.0,0.265306122449,0.52,0.351351351351
length_of_interaction,mean kullback leibler,8,4,15.0,18.0,32.0,34.0,0.30612244898,0.454545454545,0.365853658537
length_of_interaction,mean kullback leibler,8,5,23.0,26.0,24.0,26.0,0.469387755102,0.469387755102,0.469387755102
length_of_interaction,mean kullback leibler,8,6,27.0,40.0,10.0,22.0,0.551020408163,0.402985074627,0.465517241379
length_of_interaction,mean kullback leibler,8,7,27.0,41.0,9.0,22.0,0.551020408163,0.397058823529,0.461538461538
length_of_interaction,symmetric kullback leibler,8,1,0.0,0.0,50.0,49.0,0,0,0.0
length_of_interaction,symmetric kullback leibler,8,2,14.0,7.0,43.0,35.0,0.285714285714,0.666666666667,0.4
length_of_interaction,symmetric kullback leibler,8,3,13.0,12.0,38.0,36.0,0.265306122449,0.52,0.351351351351
length_of_interaction,symmetric kullback leibler,8,4,15.0,18.0,32.0,34.0,0.30612244898,0.454545454545,0.365853658537
length_of_interaction,symmetric kullback leibler,8,5,23.0,26.0,24.0,26.0,0.469387755102,0.469387755102,0.469387755102
length_of_interaction,symmetric kullback leibler,8,6,27.0,40.0,10.0,22.0,0.551020408163,0.402985074627,0.465517241379
length_of_interaction,symmetric kullback leibler,8,7,27.0,41.0,9.0,22.0,0.551020408163,0.397058823529,0.461538461538
word_accuracy,cosine,1,1,14.0,18.0,81.0,3.0,0.823529411765,0.4375,0.571428571429
word_accuracy,cosine,1,2,14.0,18.0,81.0,3.0,0.823529411765,0.4375,0.571428571429
word_accuracy,cosine,1,3,14.0,19.0,80.0,3.0,0.823529411765,0.424242424242,0.56
word_accuracy,cosine,1,4,14.0,20.0,79.0,3.0,0.823529411765,0.411764705882,0.549019607843
word_accuracy,cosine,1,5,14.0,20.0,79.0,3.0,0.823529411765,0.411764705882,0.549019607843
word_accuracy,cosine,1,6,14.0,20.0,79.0,3.0,0.823529411765,0.411764705882,0.549019607843
word_accuracy,cosine,1,7,14.0,20.0,79.0,3.0,0.823529411765,0.411764705882,0.549019607843
word_accuracy,jensen,1,1,16.0,59.0,40.0,1.0,0.941176470588,0.213333333333,0.347826086957
word_accuracy,jensen,1,2,15.0,45.0,54.0,2.0,0.882352941176,0.25,0.38961038961
word_accuracy,jensen,1,3,14.0,21.0,78.0,3.0,0.823529411765,0.4,0.538461538462
word_accuracy,jensen,1,4,13.0,23.0,76.0,4.0,0.764705882353,0.361111111111,0.490566037736
word_accuracy,jensen,1,5,13.0,28.0,71.0,4.0,0.764705882353,0.317073170732,0.448275862069
word_accuracy,jensen,1,6,13.0,34.0,65.0,4.0,0.764705882353,0.276595744681,0.40625
word_accuracy,jensen,1,7,13.0,34.0,65.0,4.0,0.764705882353,0.276595744681,0.40625
word_accuracy,kullback leibler,1,1,16.0,91.0,8.0,1.0,0.941176470588,0.14953271028,0.258064516129
word_accuracy,kullback leibler,1,2,15.0,55.0,44.0,2.0,0.882352941176,0.214285714286,0.344827586207
word_accuracy,kullback leibler,1,3,13.0,31.0,68.0,4.0,0.764705882353,0.295454545455,0.426229508197
word_accuracy,kullback leibler,1,4,14.0,33.0,66.0,3.0,0.823529411765,0.297872340426,0.4375
word_accuracy,kullback leibler,1,5,13.0,35.0,64.0,4.0,0.764705882353,0.270833333333,0.4
word_accuracy,kullback leibler,1,6,13.0,37.0,62.0,4.0,0.764705882353,0.26,0.388059701493
word_accuracy,kullback leibler,1,7,13.0,35.0,64.0,4.0,0.764705882353,0.270833333333,0.4
word_accuracy,mean kullback leibler,1,1,16.0,73.0,26.0,1.0,0.941176470588,0.179775280899,0.301886792453
word_accuracy,mean kullback leibler,1,2,15.0,47.0,52.0,2.0,0.882352941176,0.241935483871,0.379746835443
word_accuracy,mean kullback leibler,1,3,12.0,22.0,77.0,5.0,0.705882352941,0.352941176471,0.470588235294
word_accuracy,mean kullback leibler,1,4,13.0,26.0,73.0,4.0,0.764705882353,0.333333333333,0.464285714286
word_accuracy,mean kullback leibler,1,5,13.0,29.0,70.0,4.0,0.764705882353,0.309523809524,0.440677966102
word_accuracy,mean kullback leibler,1,6,13.0,34.0,65.0,4.0,0.764705882353,0.276595744681,0.40625
word_accuracy,mean kullback leibler,1,7,13.0,34.0,65.0,4.0,0.764705882353,0.276595744681,0.40625
word_accuracy,symmetric kullback leibler,1,1,16.0,73.0,26.0,1.0,0.941176470588,0.179775280899,0.301886792453
word_accuracy,symmetric kullback leibler,1,2,15.0,47.0,52.0,2.0,0.882352941176,0.241935483871,0.379746835443
word_accuracy,symmetric kullback leibler,1,3,12.0,22.0,77.0,5.0,0.705882352941,0.352941176471,0.470588235294
word_accuracy,symmetric kullback leibler,1,4,13.0,26.0,73.0,4.0,0.764705882353,0.333333333333,0.464285714286
word_accuracy,symmetric kullback leibler,1,5,13.0,29.0,70.0,4.0,0.764705882353,0.309523809524,0.440677966102
word_accuracy,symmetric kullback leibler,1,6,13.0,34.0,65.0,4.0,0.764705882353,0.276595744681,0.40625
word_accuracy,symmetric kullback leibler,1,7,13.0,34.0,65.0,4.0,0.764705882353,0.276595744681,0.40625
word_accuracy,cosine,2,1,15.0,27.0,72.0,2.0,0.882352941176,0.357142857143,0.508474576271
word_accuracy,cosine,2,2,14.0,21.0,78.0,3.0,0.823529411765,0.4,0.538461538462
word_accuracy,cosine,2,3,14.0,28.0,71.0,3.0,0.823529411765,0.333333333333,0.474576271186
word_accuracy,cosine,2,4,14.0,29.0,70.0,3.0,0.823529411765,0.325581395349,0.466666666667
word_accuracy,cosine,2,5,14.0,26.0,73.0,3.0,0.823529411765,0.35,0.491228070175
word_accuracy,cosine,2,6,14.0,28.0,71.0,3.0,0.823529411765,0.333333333333,0.474576271186
word_accuracy,cosine,2,7,12.0,21.0,78.0,5.0,0.705882352941,0.363636363636,0.48
word_accuracy,jensen,2,1,17.0,97.0,2.0,0.0,1.0,0.149122807018,0.259541984733
word_accuracy,jensen,2,2,16.0,72.0,27.0,1.0,0.941176470588,0.181818181818,0.304761904762
word_accuracy,jensen,2,3,16.0,68.0,31.0,1.0,0.941176470588,0.190476190476,0.316831683168
word_accuracy,jensen,2,4,16.0,67.0,32.0,1.0,0.941176470588,0.192771084337,0.32
word_accuracy,jensen,2,5,16.0,65.0,34.0,1.0,0.941176470588,0.197530864198,0.326530612245
word_accuracy,jensen,2,6,15.0,53.0,46.0,2.0,0.882352941176,0.220588235294,0.352941176471
word_accuracy,jensen,2,7,13.0,43.0,56.0,4.0,0.764705882353,0.232142857143,0.356164383562
word_accuracy,kullback leibler,2,1,17.0,97.0,2.0,0.0,1.0,0.149122807018,0.259541984733
word_accuracy,kullback leibler,2,2,16.0,80.0,19.0,1.0,0.941176470588,0.166666666667,0.283185840708
word_accuracy,kullback leibler,2,3,16.0,76.0,23.0,1.0,0.941176470588,0.173913043478,0.293577981651
word_accuracy,kullback leibler,2,4,16.0,72.0,27.0,1.0,0.941176470588,0.181818181818,0.304761904762
word_accuracy,kullback leibler,2,5,16.0,66.0,33.0,1.0,0.941176470588,0.19512195122,0.323232323232
word_accuracy,kullback leibler,2,6,16.0,59.0,40.0,1.0,0.941176470588,0.213333333333,0.347826086957
word_accuracy,kullback leibler,2,7,13.0,45.0,54.0,4.0,0.764705882353,0.224137931034,0.346666666667
word_accuracy,mean kullback leibler,2,1,17.0,97.0,2.0,0.0,1.0,0.149122807018,0.259541984733
word_accuracy,mean kullback leibler,2,2,16.0,70.0,29.0,1.0,0.941176470588,0.186046511628,0.31067961165
word_accuracy,mean kullback leibler,2,3,16.0,66.0,33.0,1.0,0.941176470588,0.19512195122,0.323232323232
word_accuracy,mean kullback leibler,2,4,16.0,67.0,32.0,1.0,0.941176470588,0.192771084337,0.32
word_accuracy,mean kullback leibler,2,5,16.0,64.0,35.0,1.0,0.941176470588,0.2,0.329896907216
word_accuracy,mean kullback leibler,2,6,15.0,53.0,46.0,2.0,0.882352941176,0.220588235294,0.352941176471
word_accuracy,mean kullback leibler,2,7,13.0,44.0,55.0,4.0,0.764705882353,0.228070175439,0.351351351351
word_accuracy,symmetric kullback leibler,2,1,17.0,97.0,2.0,0.0,1.0,0.149122807018,0.259541984733
word_accuracy,symmetric kullback leibler,2,2,16.0,70.0,29.0,1.0,0.941176470588,0.186046511628,0.31067961165
word_accuracy,symmetric kullback leibler,2,3,16.0,66.0,33.0,1.0,0.941176470588,0.19512195122,0.323232323232
word_accuracy,symmetric kullback leibler,2,4,16.0,67.0,32.0,1.0,0.941176470588,0.192771084337,0.32
word_accuracy,symmetric kullback leibler,2,5,16.0,64.0,35.0,1.0,0.941176470588,0.2,0.329896907216
word_accuracy,symmetric kullback leibler,2,6,15.0,53.0,46.0,2.0,0.882352941176,0.220588235294,0.352941176471
word_accuracy,symmetric kullback leibler,2,7,13.0,44.0,55.0,4.0,0.764705882353,0.228070175439,0.351351351351
word_accuracy,cosine,3,1,16.0,90.0,9.0,1.0,0.941176470588,0.150943396226,0.260162601626
word_accuracy,cosine,3,2,16.0,92.0,7.0,1.0,0.941176470588,0.148148148148,0.256
word_accuracy,cosine,3,3,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,cosine,3,4,15.0,96.0,3.0,2.0,0.882352941176,0.135135135135,0.234375
word_accuracy,cosine,3,5,14.0,92.0,7.0,3.0,0.823529411765,0.132075471698,0.227642276423
word_accuracy,cosine,3,6,13.0,74.0,25.0,4.0,0.764705882353,0.149425287356,0.25
word_accuracy,cosine,3,7,11.0,54.0,45.0,6.0,0.647058823529,0.169230769231,0.268292682927
word_accuracy,jensen,3,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,3,2,17.0,94.0,5.0,0.0,1.0,0.153153153153,0.265625
word_accuracy,jensen,3,3,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,jensen,3,4,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,jensen,3,5,17.0,94.0,5.0,0.0,1.0,0.153153153153,0.265625
word_accuracy,jensen,3,6,15.0,89.0,10.0,2.0,0.882352941176,0.144230769231,0.247933884298
word_accuracy,jensen,3,7,13.0,73.0,26.0,4.0,0.764705882353,0.151162790698,0.252427184466
word_accuracy,kullback leibler,3,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,3,2,16.0,93.0,6.0,1.0,0.941176470588,0.146788990826,0.253968253968
word_accuracy,kullback leibler,3,3,16.0,95.0,4.0,1.0,0.941176470588,0.144144144144,0.25
word_accuracy,kullback leibler,3,4,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,kullback leibler,3,5,17.0,89.0,10.0,0.0,1.0,0.160377358491,0.276422764228
word_accuracy,kullback leibler,3,6,14.0,85.0,14.0,3.0,0.823529411765,0.141414141414,0.241379310345
word_accuracy,kullback leibler,3,7,13.0,76.0,23.0,4.0,0.764705882353,0.14606741573,0.245283018868
word_accuracy,mean kullback leibler,3,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,3,2,17.0,94.0,5.0,0.0,1.0,0.153153153153,0.265625
word_accuracy,mean kullback leibler,3,3,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,mean kullback leibler,3,4,16.0,95.0,4.0,1.0,0.941176470588,0.144144144144,0.25
word_accuracy,mean kullback leibler,3,5,17.0,94.0,5.0,0.0,1.0,0.153153153153,0.265625
word_accuracy,mean kullback leibler,3,6,15.0,89.0,10.0,2.0,0.882352941176,0.144230769231,0.247933884298
word_accuracy,mean kullback leibler,3,7,13.0,74.0,25.0,4.0,0.764705882353,0.149425287356,0.25
word_accuracy,symmetric kullback leibler,3,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,3,2,17.0,94.0,5.0,0.0,1.0,0.153153153153,0.265625
word_accuracy,symmetric kullback leibler,3,3,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,symmetric kullback leibler,3,4,16.0,95.0,4.0,1.0,0.941176470588,0.144144144144,0.25
word_accuracy,symmetric kullback leibler,3,5,17.0,94.0,5.0,0.0,1.0,0.153153153153,0.265625
word_accuracy,symmetric kullback leibler,3,6,15.0,89.0,10.0,2.0,0.882352941176,0.144230769231,0.247933884298
word_accuracy,symmetric kullback leibler,3,7,13.0,74.0,25.0,4.0,0.764705882353,0.149425287356,0.25
word_accuracy,cosine,4,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,4,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,4,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,cosine,4,4,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,cosine,4,5,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,cosine,4,6,12.0,80.0,19.0,5.0,0.705882352941,0.130434782609,0.220183486239
word_accuracy,cosine,4,7,11.0,58.0,41.0,6.0,0.647058823529,0.159420289855,0.255813953488
word_accuracy,jensen,4,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,4,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,4,3,17.0,97.0,2.0,0.0,1.0,0.149122807018,0.259541984733
word_accuracy,jensen,4,4,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,jensen,4,5,16.0,95.0,4.0,1.0,0.941176470588,0.144144144144,0.25
word_accuracy,jensen,4,6,12.0,88.0,11.0,5.0,0.705882352941,0.12,0.205128205128
word_accuracy,jensen,4,7,8.0,50.0,49.0,9.0,0.470588235294,0.137931034483,0.213333333333
word_accuracy,kullback leibler,4,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,4,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,4,3,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,kullback leibler,4,4,15.0,97.0,2.0,2.0,0.882352941176,0.133928571429,0.232558139535
word_accuracy,kullback leibler,4,5,17.0,94.0,5.0,0.0,1.0,0.153153153153,0.265625
word_accuracy,kullback leibler,4,6,13.0,90.0,9.0,4.0,0.764705882353,0.126213592233,0.216666666667
word_accuracy,kullback leibler,4,7,10.0,55.0,44.0,7.0,0.588235294118,0.153846153846,0.243902439024
word_accuracy,mean kullback leibler,4,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,4,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,4,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,mean kullback leibler,4,4,15.0,97.0,2.0,2.0,0.882352941176,0.133928571429,0.232558139535
word_accuracy,mean kullback leibler,4,5,16.0,95.0,4.0,1.0,0.941176470588,0.144144144144,0.25
word_accuracy,mean kullback leibler,4,6,12.0,88.0,11.0,5.0,0.705882352941,0.12,0.205128205128
word_accuracy,mean kullback leibler,4,7,10.0,52.0,47.0,7.0,0.588235294118,0.161290322581,0.253164556962
word_accuracy,symmetric kullback leibler,4,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,4,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,4,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,symmetric kullback leibler,4,4,15.0,97.0,2.0,2.0,0.882352941176,0.133928571429,0.232558139535
word_accuracy,symmetric kullback leibler,4,5,16.0,95.0,4.0,1.0,0.941176470588,0.144144144144,0.25
word_accuracy,symmetric kullback leibler,4,6,12.0,88.0,11.0,5.0,0.705882352941,0.12,0.205128205128
word_accuracy,symmetric kullback leibler,4,7,10.0,52.0,47.0,7.0,0.588235294118,0.161290322581,0.253164556962
word_accuracy,cosine,5,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,5,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,5,3,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,5,4,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,5,5,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,5,6,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,5,7,13.0,78.0,21.0,4.0,0.764705882353,0.142857142857,0.240740740741
word_accuracy,jensen,5,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,5,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,5,3,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,5,4,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,jensen,5,5,17.0,95.0,4.0,0.0,1.0,0.151785714286,0.263565891473
word_accuracy,jensen,5,6,12.0,92.0,7.0,5.0,0.705882352941,0.115384615385,0.198347107438
word_accuracy,jensen,5,7,10.0,55.0,44.0,7.0,0.588235294118,0.153846153846,0.243902439024
word_accuracy,kullback leibler,5,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,5,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,5,3,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,5,4,14.0,97.0,2.0,3.0,0.823529411765,0.126126126126,0.21875
word_accuracy,kullback leibler,5,5,16.0,95.0,4.0,1.0,0.941176470588,0.144144144144,0.25
word_accuracy,kullback leibler,5,6,12.0,94.0,5.0,5.0,0.705882352941,0.11320754717,0.19512195122
word_accuracy,kullback leibler,5,7,10.0,59.0,40.0,7.0,0.588235294118,0.144927536232,0.232558139535
word_accuracy,mean kullback leibler,5,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,5,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,5,3,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,5,4,17.0,97.0,2.0,0.0,1.0,0.149122807018,0.259541984733
word_accuracy,mean kullback leibler,5,5,17.0,95.0,4.0,0.0,1.0,0.151785714286,0.263565891473
word_accuracy,mean kullback leibler,5,6,12.0,92.0,7.0,5.0,0.705882352941,0.115384615385,0.198347107438
word_accuracy,mean kullback leibler,5,7,10.0,58.0,41.0,7.0,0.588235294118,0.147058823529,0.235294117647
word_accuracy,symmetric kullback leibler,5,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,5,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,5,3,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,5,4,17.0,97.0,2.0,0.0,1.0,0.149122807018,0.259541984733
word_accuracy,symmetric kullback leibler,5,5,17.0,95.0,4.0,0.0,1.0,0.151785714286,0.263565891473
word_accuracy,symmetric kullback leibler,5,6,12.0,92.0,7.0,5.0,0.705882352941,0.115384615385,0.198347107438
word_accuracy,symmetric kullback leibler,5,7,10.0,58.0,41.0,7.0,0.588235294118,0.147058823529,0.235294117647
word_accuracy,cosine,6,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,6,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,6,3,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,6,4,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,6,5,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,cosine,6,6,17.0,97.0,2.0,0.0,1.0,0.149122807018,0.259541984733
word_accuracy,cosine,6,7,16.0,99.0,0.0,1.0,0.941176470588,0.139130434783,0.242424242424
word_accuracy,jensen,6,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,6,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,6,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,jensen,6,4,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,jensen,6,5,15.0,97.0,2.0,2.0,0.882352941176,0.133928571429,0.232558139535
word_accuracy,jensen,6,6,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,jensen,6,7,11.0,82.0,17.0,6.0,0.647058823529,0.118279569892,0.2
word_accuracy,kullback leibler,6,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,6,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,6,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,kullback leibler,6,4,16.0,96.0,3.0,1.0,0.941176470588,0.142857142857,0.248062015504
word_accuracy,kullback leibler,6,5,15.0,95.0,4.0,2.0,0.882352941176,0.136363636364,0.236220472441
word_accuracy,kullback leibler,6,6,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,kullback leibler,6,7,12.0,73.0,26.0,5.0,0.705882352941,0.141176470588,0.235294117647
word_accuracy,mean kullback leibler,6,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,6,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,6,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,mean kullback leibler,6,4,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,mean kullback leibler,6,5,15.0,97.0,2.0,2.0,0.882352941176,0.133928571429,0.232558139535
word_accuracy,mean kullback leibler,6,6,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,mean kullback leibler,6,7,12.0,73.0,26.0,5.0,0.705882352941,0.141176470588,0.235294117647
word_accuracy,symmetric kullback leibler,6,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,6,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,symmetric kullback leibler,6,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,symmetric kullback leibler,6,4,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,symmetric kullback leibler,6,5,15.0,97.0,2.0,2.0,0.882352941176,0.133928571429,0.232558139535
word_accuracy,symmetric kullback leibler,6,6,16.0,97.0,2.0,1.0,0.941176470588,0.141592920354,0.246153846154
word_accuracy,symmetric kullback leibler,6,7,12.0,73.0,26.0,5.0,0.705882352941,0.141176470588,0.235294117647
word_accuracy,cosine,7,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,7,2,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,7,3,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,7,4,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,cosine,7,5,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,cosine,7,6,15.0,99.0,0.0,2.0,0.882352941176,0.131578947368,0.229007633588
word_accuracy,cosine,7,7,16.0,99.0,0.0,1.0,0.941176470588,0.139130434783,0.242424242424
word_accuracy,jensen,7,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,jensen,7,2,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,jensen,7,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,jensen,7,4,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,jensen,7,5,12.0,99.0,0.0,5.0,0.705882352941,0.108108108108,0.1875
word_accuracy,jensen,7,6,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,jensen,7,7,10.0,99.0,0.0,7.0,0.588235294118,0.0917431192661,0.15873015873
word_accuracy,kullback leibler,7,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,kullback leibler,7,2,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,kullback leibler,7,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,kullback leibler,7,4,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,kullback leibler,7,5,12.0,99.0,0.0,5.0,0.705882352941,0.108108108108,0.1875
word_accuracy,kullback leibler,7,6,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,kullback leibler,7,7,13.0,99.0,0.0,4.0,0.764705882353,0.116071428571,0.201550387597
word_accuracy,mean kullback leibler,7,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
word_accuracy,mean kullback leibler,7,2,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,mean kullback leibler,7,3,17.0,98.0,1.0,0.0,1.0,0.147826086957,0.257575757576
word_accuracy,mean kullback leibler,7,4,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,mean kullback leibler,7,5,12.0,99.0,0.0,5.0,0.705882352941,0.108108108108,0.1875
word_accuracy,mean kullback leibler,7,6,14.0,99.0,0.0,3.0,0.823529411765,0.12389380531,0.215384615385
word_accuracy,mean kullback leibler,7,7,11.0,99.0,0.0,6.0,0.647058823529,0.1,0.173228346457
word_accuracy,symmetric kullback leibler,7,1,17.0,99.0,0.0,0.0,1.0,0.146551724138,0.255639097744
