Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
task_success,symmetric kullback leibler,8,7,16.0,8.0,65.0,107.0,0.130081300813,0.666666666667,0.21768707483
length_of_interaction,cosine,1,1,46.0,0.0,50.0,3.0,0.938775510204,1.0,0.968421052632
length_of_interaction,cosine,1,2,47.0,0.0,50.0,2.0,0.959183673469,1.0,0.979166666667
length_of_interaction,cosine,1,3,47.0,0.0,50.0,2.0,0.959183673469,1.0,0.979166666667
length_of_interaction,cosine,1,4,47.0,0.0,50.0,2.0,0.959183673469,1.0,0.979166666667
length_of_interaction,cosine,1,5,48.0,0.0,50.0,1.0,0.979591836735,1.0,0.989690721649
length_of_interaction,cosine,1,6,48.0,0.0,50.0,1.0,0.979591836735,1.0,0.989690721649
length_of_interaction,cosine,1,7,48.0,7.0,43.0,1.0,0.979591836735,0.872727272727,0.923076923077
length_of_interaction,jensen,1,1,49.0,3.0,47.0,0.0,1.0,0.942307692308,0.970297029703
length_of_interaction,jensen,1,2,48.0,1.0,49.0,1.0,0.979591836735,0.979591836735,0.979591836735
length_of_interaction,jensen,1,3,47.0,2.0,48.0,2.0,0.959183673469,0.959183673469,0.959183673469
length_of_interaction,jensen,1,4,47.0,2.0,48.0,2.0,0.959183673469,0.959183673469,0.959183673469
length_of_interaction,jensen,1,5,48.0,0.0,50.0,1.0,0.979591836735,1.0,0.989690721649
length_of_interaction,jensen,1,6,49.0,0.0,50.0,0.0,1.0,1.0,1.0
length_of_interaction,jensen,1,7,49.0,10.0,40.0,0.0,1.0,0.830508474576,0.907407407407
length_of_interaction,kullback leibler,1,1,49.0,8.0,42.0,0.0,1.0,0.859649122807,0.924528301887
length_of_interaction,kullback leibler,1,2,49.0,1.0,49.0,0.0,1.0,0.98,0.989898989899
length_of_interaction,kullback leibler,1,3,48.0,3.0,47.0,1.0,0.979591836735,0.941176470588,0.96
length_of_interaction,kullback leibler,1,4,48.0,2.0,48.0,1.0,0.979591836735,0.96,0.969696969697
length_of_interaction,kullback leibler,1,5,49.0,2.0,48.0,0.0,1.0,0.960784313725,0.98
length_of_interaction,kullback leibler,1,6,49.0,0.0,50.0,0.0,1.0,1.0,1.0
length_of_interaction,kullback leibler,1,7,49.0,8.0,42.0,0.0,1.0,0.859649122807,0.924528301887
length_of_interaction,mean kullback leibler,1,1,49.0,5.0,45.0,0.0,1.0,0.907407407407,0.95145631068
length_of_interaction,mean kullback leibler,1,2,48.0,1.0,49.0,1.0,0.979591836735,0.979591836735,0.979591836735
length_of_interaction,mean kullback leibler,1,3,47.0,2.0,48.0,2.0,0.959183673469,0.959183673469,0.959183673469
length_of_interaction,mean kullback leibler,1,4,47.0,2.0,48.0,2.0,0.959183673469,0.959183673469,0.959183673469
length_of_interaction,mean kullback leibler,1,5,48.0,2.0,48.0,1.0,0.979591836735,0.96,0.969696969697
length_of_interaction,mean kullback leibler,1,6,49.0,1.0,49.0,0.0,1.0,0.98,0.989898989899
length_of_interaction,mean kullback leibler,1,7,49.0,11.0,39.0,0.0,1.0,0.816666666667,0.899082568807
length_of_interaction,symmetric kullback leibler,1,1,49.0,5.0,45.0,0.0,1.0,0.907407407407,0.95145631068
length_of_interaction,symmetric kullback leibler,1,2,48.0,1.0,49.0,1.0,0.979591836735,0.979591836735,0.979591836735
length_of_interaction,symmetric kullback leibler,1,3,47.0,2.0,48.0,2.0,0.959183673469,0.959183673469,0.959183673469
length_of_interaction,symmetric kullback leibler,1,4,47.0,2.0,48.0,2.0,0.959183673469,0.959183673469,0.959183673469
length_of_interaction,symmetric kullback leibler,1,5,48.0,2.0,48.0,1.0,0.979591836735,0.96,0.969696969697
length_of_interaction,symmetric kullback leibler,1,6,49.0,1.0,49.0,0.0,1.0,0.98,0.989898989899
length_of_interaction,symmetric kullback leibler,1,7,49.0,11.0,39.0,0.0,1.0,0.816666666667,0.899082568807
length_of_interaction,cosine,2,1,49.0,0.0,50.0,0.0,1.0,1.0,1.0
length_of_interaction,cosine,2,2,49.0,3.0,47.0,0.0,1.0,0.942307692308,0.970297029703
length_of_interaction,cosine,2,3,49.0,2.0,48.0,0.0,1.0,0.960784313725,0.98
length_of_interaction,cosine,2,4,49.0,6.0,44.0,0.0,1.0,0.890909090909,0.942307692308
length_of_interaction,cosine,2,5,49.0,6.0,44.0,0.0,1.0,0.890909090909,0.942307692308
length_of_interaction,cosine,2,6,49.0,18.0,32.0,0.0,1.0,0.731343283582,0.844827586207
length_of_interaction,cosine,2,7,49.0,18.0,32.0,0.0,1.0,0.731343283582,0.844827586207
length_of_interaction,jensen,2,1,49.0,27.0,23.0,0.0,1.0,0.644736842105,0.784
length_of_interaction,jensen,2,2,49.0,16.0,34.0,0.0,1.0,0.753846153846,0.859649122807
length_of_interaction,jensen,2,3,49.0,9.0,41.0,0.0,1.0,0.844827586207,0.915887850467
length_of_interaction,jensen,2,4,49.0,9.0,41.0,0.0,1.0,0.844827586207,0.915887850467
length_of_interaction,jensen,2,5,49.0,10.0,40.0,0.0,1.0,0.830508474576,0.907407407407
length_of_interaction,jensen,2,6,49.0,20.0,30.0,0.0,1.0,0.710144927536,0.830508474576
length_of_interaction,jensen,2,7,49.0,21.0,29.0,0.0,1.0,0.7,0.823529411765
length_of_interaction,kullback leibler,2,1,49.0,32.0,18.0,0.0,1.0,0.604938271605,0.753846153846
length_of_interaction,kullback leibler,2,2,49.0,21.0,29.0,0.0,1.0,0.7,0.823529411765
length_of_interaction,kullback leibler,2,3,49.0,7.0,43.0,0.0,1.0,0.875,0.933333333333
length_of_interaction,kullback leibler,2,4,49.0,7.0,43.0,0.0,1.0,0.875,0.933333333333
length_of_interaction,kullback leibler,2,5,49.0,6.0,44.0,0.0,1.0,0.890909090909,0.942307692308
length_of_interaction,kullback leibler,2,6,49.0,19.0,31.0,0.0,1.0,0.720588235294,0.837606837607
length_of_interaction,kullback leibler,2,7,49.0,19.0,31.0,0.0,1.0,0.720588235294,0.837606837607
length_of_interaction,mean kullback leibler,2,1,49.0,29.0,21.0,0.0,1.0,0.628205128205,0.771653543307
length_of_interaction,mean kullback leibler,2,2,49.0,17.0,33.0,0.0,1.0,0.742424242424,0.852173913043
length_of_interaction,mean kullback leibler,2,3,49.0,11.0,39.0,0.0,1.0,0.816666666667,0.899082568807
length_of_interaction,mean kullback leibler,2,4,49.0,12.0,38.0,0.0,1.0,0.803278688525,0.890909090909
length_of_interaction,mean kullback leibler,2,5,49.0,10.0,40.0,0.0,1.0,0.830508474576,0.907407407407
length_of_interaction,mean kullback leibler,2,6,49.0,21.0,29.0,0.0,1.0,0.7,0.823529411765
length_of_interaction,mean kullback leibler,2,7,49.0,22.0,28.0,0.0,1.0,0.69014084507,0.816666666667
length_of_interaction,symmetric kullback leibler,2,1,49.0,29.0,21.0,0.0,1.0,0.628205128205,0.771653543307
length_of_interaction,symmetric kullback leibler,2,2,49.0,17.0,33.0,0.0,1.0,0.742424242424,0.852173913043
length_of_interaction,symmetric kullback leibler,2,3,49.0,11.0,39.0,0.0,1.0,0.816666666667,0.899082568807
length_of_interaction,symmetric kullback leibler,2,4,49.0,12.0,38.0,0.0,1.0,0.803278688525,0.890909090909
length_of_interaction,symmetric kullback leibler,2,5,49.0,10.0,40.0,0.0,1.0,0.830508474576,0.907407407407
length_of_interaction,symmetric kullback leibler,2,6,49.0,21.0,29.0,0.0,1.0,0.7,0.823529411765
length_of_interaction,symmetric kullback leibler,2,7,49.0,22.0,28.0,0.0,1.0,0.69014084507,0.816666666667
length_of_interaction,cosine,3,1,49.0,8.0,42.0,0.0,1.0,0.859649122807,0.924528301887
length_of_interaction,cosine,3,2,49.0,23.0,27.0,0.0,1.0,0.680555555556,0.809917355372
length_of_interaction,cosine,3,3,49.0,22.0,28.0,0.0,1.0,0.69014084507,0.816666666667
length_of_interaction,cosine,3,4,49.0,33.0,17.0,0.0,1.0,0.59756097561,0.748091603053
length_of_interaction,cosine,3,5,49.0,36.0,14.0,0.0,1.0,0.576470588235,0.731343283582
length_of_interaction,cosine,3,6,49.0,47.0,3.0,0.0,1.0,0.510416666667,0.675862068966
length_of_interaction,cosine,3,7,49.0,47.0,3.0,0.0,1.0,0.510416666667,0.675862068966
length_of_interaction,jensen,3,1,49.0,37.0,13.0,0.0,1.0,0.56976744186,0.725925925926
length_of_interaction,jensen,3,2,49.0,27.0,23.0,0.0,1.0,0.644736842105,0.784
length_of_interaction,jensen,3,3,49.0,22.0,28.0,0.0,1.0,0.69014084507,0.816666666667
length_of_interaction,jensen,3,4,49.0,30.0,20.0,0.0,1.0,0.620253164557,0.765625
length_of_interaction,jensen,3,5,49.0,39.0,11.0,0.0,1.0,0.556818181818,0.715328467153
length_of_interaction,jensen,3,6,49.0,47.0,3.0,0.0,1.0,0.510416666667,0.675862068966
length_of_interaction,jensen,3,7,49.0,49.0,1.0,0.0,1.0,0.5,0.666666666667
length_of_interaction,kullback leibler,3,1,49.0,40.0,10.0,0.0,1.0,0.550561797753,0.710144927536
length_of_interaction,kullback leibler,3,2,49.0,27.0,23.0,0.0,1.0,0.644736842105,0.784
length_of_interaction,kullback leibler,3,3,49.0,18.0,32.0,0.0,1.0,0.731343283582,0.844827586207
length_of_interaction,kullback leibler,3,4,49.0,27.0,23.0,0.0,1.0,0.644736842105,0.784
length_of_interaction,kullback leibler,3,5,49.0,32.0,18.0,0.0,1.0,0.604938271605,0.753846153846
length_of_interaction,kullback leibler,3,6,49.0,48.0,2.0,0.0,1.0,0.505154639175,0.671232876712
length_of_interaction,kullback leibler,3,7,48.0,48.0,2.0,1.0,0.979591836735,0.5,0.662068965517
length_of_interaction,mean kullback leibler,3,1,49.0,36.0,14.0,0.0,1.0,0.576470588235,0.731343283582
length_of_interaction,mean kullback leibler,3,2,49.0,30.0,20.0,0.0,1.0,0.620253164557,0.765625
length_of_interaction,mean kullback leibler,3,3,49.0,23.0,27.0,0.0,1.0,0.680555555556,0.809917355372
length_of_interaction,mean kullback leibler,3,4,49.0,31.0,19.0,0.0,1.0,0.6125,0.759689922481
length_of_interaction,mean kullback leibler,3,5,49.0,38.0,12.0,0.0,1.0,0.563218390805,0.720588235294
length_of_interaction,mean kullback leibler,3,6,49.0,47.0,3.0,0.0,1.0,0.510416666667,0.675862068966
length_of_interaction,mean kullback leibler,3,7,48.0,49.0,1.0,1.0,0.979591836735,0.494845360825,0.657534246575
length_of_interaction,symmetric kullback leibler,3,1,49.0,36.0,14.0,0.0,1.0,0.576470588235,0.731343283582
length_of_interaction,symmetric kullback leibler,3,2,49.0,30.0,20.0,0.0,1.0,0.620253164557,0.765625
length_of_interaction,symmetric kullback leibler,3,3,49.0,23.0,27.0,0.0,1.0,0.680555555556,0.809917355372
length_of_interaction,symmetric kullback leibler,3,4,49.0,31.0,19.0,0.0,1.0,0.6125,0.759689922481
length_of_interaction,symmetric kullback leibler,3,5,49.0,38.0,12.0,0.0,1.0,0.563218390805,0.720588235294
length_of_interaction,symmetric kullback leibler,3,6,49.0,47.0,3.0,0.0,1.0,0.510416666667,0.675862068966
length_of_interaction,symmetric kullback leibler,3,7,48.0,49.0,1.0,1.0,0.979591836735,0.494845360825,0.657534246575
length_of_interaction,cosine,4,1,49.0,20.0,30.0,0.0,1.0,0.710144927536,0.830508474576
length_of_interaction,cosine,4,2,49.0,32.0,18.0,0.0,1.0,0.604938271605,0.753846153846
length_of_interaction,cosine,4,3,49.0,33.0,17.0,0.0,1.0,0.59756097561,0.748091603053
length_of_interaction,cosine,4,4,49.0,39.0,11.0,0.0,1.0,0.556818181818,0.715328467153
length_of_interaction,cosine,4,5,49.0,47.0,3.0,0.0,1.0,0.510416666667,0.675862068966
length_of_interaction,cosine,4,6,49.0,49.0,1.0,0.0,1.0,0.5,0.666666666667
length_of_interaction,cosine,4,7,49.0,49.0,1.0,0.0,1.0,0.5,0.666666666667
length_of_interaction,jensen,4,1,49.0,38.0,12.0,0.0,1.0,0.563218390805,0.720588235294
length_of_interaction,jensen,4,2,49.0,32.0,18.0,0.0,1.0,0.604938271605,0.753846153846
length_of_interaction,jensen,4,3,49.0,27.0,23.0,0.0,1.0,0.644736842105,0.784
length_of_interaction,jensen,4,4,48.0,36.0,14.0,1.0,0.979591836735,0.571428571429,0.721804511278
length_of_interaction,jensen,4,5,48.0,44.0,6.0,1.0,0.979591836735,0.521739130435,0.68085106383
length_of_interaction,jensen,4,6,40.0,49.0,1.0,9.0,0.816326530612,0.449438202247,0.579710144928
length_of_interaction,jensen,4,7,40.0,49.0,1.0,9.0,0.816326530612,0.449438202247,0.579710144928
length_of_interaction,kullback leibler,4,1,49.0,41.0,9.0,0.0,1.0,0.544444444444,0.705035971223
length_of_interaction,kullback leibler,4,2,44.0,30.0,20.0,5.0,0.897959183673,0.594594594595,0.715447154472
length_of_interaction,kullback leibler,4,3,46.0,25.0,25.0,3.0,0.938775510204,0.647887323944,0.766666666667
length_of_interaction,kullback leibler,4,4,43.0,35.0,15.0,6.0,0.877551020408,0.551282051282,0.677165354331
length_of_interaction,kullback leibler,4,5,48.0,42.0,8.0,1.0,0.979591836735,0.533333333333,0.690647482014
length_of_interaction,kullback leibler,4,6,40.0,49.0,1.0,9.0,0.816326530612,0.449438202247,0.579710144928
length_of_interaction,kullback leibler,4,7,40.0,48.0,2.0,9.0,0.816326530612,0.454545454545,0.583941605839
length_of_interaction,mean kullback leibler,4,1,49.0,38.0,12.0,0.0,1.0,0.563218390805,0.720588235294
length_of_interaction,mean kullback leibler,4,2,49.0,33.0,17.0,0.0,1.0,0.59756097561,0.748091603053
length_of_interaction,mean kullback leibler,4,3,49.0,28.0,22.0,0.0,1.0,0.636363636364,0.777777777778
length_of_interaction,mean kullback leibler,4,4,48.0,37.0,13.0,1.0,0.979591836735,0.564705882353,0.716417910448
length_of_interaction,mean kullback leibler,4,5,48.0,44.0,6.0,1.0,0.979591836735,0.521739130435,0.68085106383
length_of_interaction,mean kullback leibler,4,6,40.0,49.0,1.0,9.0,0.816326530612,0.449438202247,0.579710144928
length_of_interaction,mean kullback leibler,4,7,40.0,49.0,1.0,9.0,0.816326530612,0.449438202247,0.579710144928
length_of_interaction,symmetric kullback leibler,4,1,49.0,38.0,12.0,0.0,1.0,0.563218390805,0.720588235294
length_of_interaction,symmetric kullback leibler,4,2,49.0,33.0,17.0,0.0,1.0,0.59756097561,0.748091603053
length_of_interaction,symmetric kullback leibler,4,3,49.0,28.0,22.0,0.0,1.0,0.636363636364,0.777777777778
length_of_interaction,symmetric kullback leibler,4,4,48.0,37.0,13.0,1.0,0.979591836735,0.564705882353,0.716417910448
length_of_interaction,symmetric kullback leibler,4,5,48.0,44.0,6.0,1.0,0.979591836735,0.521739130435,0.68085106383
length_of_interaction,symmetric kullback leibler,4,6,40.0,49.0,1.0,9.0,0.816326530612,0.449438202247,0.579710144928
length_of_interaction,symmetric kullback leibler,4,7,40.0,49.0,1.0,9.0,0.816326530612,0.449438202247,0.579710144928
length_of_interaction,cosine,5,1,47.0,17.0,33.0,2.0,0.959183673469,0.734375,0.83185840708
length_of_interaction,cosine,5,2,43.0,30.0,20.0,6.0,0.877551020408,0.58904109589,0.704918032787
length_of_interaction,cosine,5,3,48.0,32.0,18.0,1.0,0.979591836735,0.6,0.744186046512
length_of_interaction,cosine,5,4,42.0,40.0,10.0,7.0,0.857142857143,0.512195121951,0.641221374046
length_of_interaction,cosine,5,5,40.0,45.0,5.0,9.0,0.816326530612,0.470588235294,0.597014925373
length_of_interaction,cosine,5,6,40.0,48.0,2.0,9.0,0.816326530612,0.454545454545,0.583941605839
length_of_interaction,cosine,5,7,40.0,48.0,2.0,9.0,0.816326530612,0.454545454545,0.583941605839
length_of_interaction,jensen,5,1,49.0,30.0,20.0,0.0,1.0,0.620253164557,0.765625
length_of_interaction,jensen,5,2,43.0,24.0,26.0,6.0,0.877551020408,0.641791044776,0.741379310345
length_of_interaction,jensen,5,3,41.0,24.0,26.0,8.0,0.836734693878,0.630769230769,0.719298245614
length_of_interaction,jensen,5,4,37.0,36.0,14.0,12.0,0.755102040816,0.506849315068,0.606557377049
length_of_interaction,jensen,5,5,37.0,38.0,12.0,12.0,0.755102040816,0.493333333333,0.596774193548
length_of_interaction,jensen,5,6,40.0,47.0,3.0,9.0,0.816326530612,0.459770114943,0.588235294118
length_of_interaction,jensen,5,7,40.0,48.0,2.0,9.0,0.816326530612,0.454545454545,0.583941605839
length_of_interaction,kullback leibler,5,1,49.0,32.0,18.0,0.0,1.0,0.604938271605,0.753846153846
length_of_interaction,kullback leibler,5,2,43.0,22.0,28.0,6.0,0.877551020408,0.661538461538,0.754385964912
length_of_interaction,kullback leibler,5,3,41.0,21.0,29.0,8.0,0.836734693878,0.661290322581,0.738738738739
length_of_interaction,kullback leibler,5,4,37.0,34.0,16.0,12.0,0.755102040816,0.521126760563,0.616666666667
length_of_interaction,kullback leibler,5,5,36.0,41.0,9.0,13.0,0.734693877551,0.467532467532,0.571428571429
length_of_interaction,kullback leibler,5,6,40.0,46.0,4.0,9.0,0.816326530612,0.46511627907,0.592592592593
length_of_interaction,kullback leibler,5,7,36.0,48.0,2.0,13.0,0.734693877551,0.428571428571,0.541353383459
length_of_interaction,mean kullback leibler,5,1,48.0,30.0,20.0,1.0,0.979591836735,0.615384615385,0.755905511811
length_of_interaction,mean kullback leibler,5,2,43.0,26.0,24.0,6.0,0.877551020408,0.623188405797,0.728813559322
length_of_interaction,mean kullback leibler,5,3,41.0,24.0,26.0,8.0,0.836734693878,0.630769230769,0.719298245614
length_of_interaction,mean kullback leibler,5,4,37.0,36.0,14.0,12.0,0.755102040816,0.506849315068,0.606557377049
length_of_interaction,mean kullback leibler,5,5,37.0,38.0,12.0,12.0,0.755102040816,0.493333333333,0.596774193548
length_of_interaction,mean kullback leibler,5,6,40.0,47.0,3.0,9.0,0.816326530612,0.459770114943,0.588235294118
length_of_interaction,mean kullback leibler,5,7,40.0,48.0,2.0,9.0,0.816326530612,0.454545454545,0.583941605839
length_of_interaction,symmetric kullback leibler,5,1,48.0,30.0,20.0,1.0,0.979591836735,0.615384615385,0.755905511811
length_of_interaction,symmetric kullback leibler,5,2,43.0,26.0,24.0,6.0,0.877551020408,0.623188405797,0.728813559322
length_of_interaction,symmetric kullback leibler,5,3,41.0,24.0,26.0,8.0,0.836734693878,0.630769230769,0.719298245614
length_of_interaction,symmetric kullback leibler,5,4,37.0,36.0,14.0,12.0,0.755102040816,0.506849315068,0.606557377049
length_of_interaction,symmetric kullback leibler,5,5,37.0,38.0,12.0,12.0,0.755102040816,0.493333333333,0.596774193548
length_of_interaction,symmetric kullback leibler,5,6,40.0,47.0,3.0,9.0,0.816326530612,0.459770114943,0.588235294118
length_of_interaction,symmetric kullback leibler,5,7,40.0,48.0,2.0,9.0,0.816326530612,0.454545454545,0.583941605839
length_of_interaction,cosine,6,1,45.0,12.0,38.0,4.0,0.918367346939,0.789473684211,0.849056603774
length_of_interaction,cosine,6,2,43.0,26.0,24.0,6.0,0.877551020408,0.623188405797,0.728813559322
length_of_interaction,cosine,6,3,35.0,31.0,19.0,14.0,0.714285714286,0.530303030303,0.608695652174
length_of_interaction,cosine,6,4,27.0,39.0,11.0,22.0,0.551020408163,0.409090909091,0.469565217391
length_of_interaction,cosine,6,5,36.0,45.0,5.0,13.0,0.734693877551,0.444444444444,0.553846153846
length_of_interaction,cosine,6,6,40.0,48.0,2.0,9.0,0.816326530612,0.454545454545,0.583941605839
length_of_interaction,cosine,6,7,40.0,48.0,2.0,9.0,0.816326530612,0.454545454545,0.583941605839
length_of_interaction,jensen,6,1,35.0,5.0,45.0,14.0,0.714285714286,0.875,0.786516853933
length_of_interaction,jensen,6,2,40.0,15.0,35.0,9.0,0.816326530612,0.727272727273,0.769230769231
length_of_interaction,jensen,6,3,31.0,19.0,31.0,18.0,0.632653061224,0.62,0.626262626263
length_of_interaction,jensen,6,4,22.0,31.0,19.0,27.0,0.448979591837,0.415094339623,0.43137254902
length_of_interaction,jensen,6,5,36.0,35.0,15.0,13.0,0.734693877551,0.507042253521,0.6
length_of_interaction,jensen,6,6,37.0,48.0,2.0,12.0,0.755102040816,0.435294117647,0.55223880597
length_of_interaction,jensen,6,7,28.0,48.0,2.0,21.0,0.571428571429,0.368421052632,0.448
length_of_interaction,kullback leibler,6,1,28.0,5.0,45.0,21.0,0.571428571429,0.848484848485,0.682926829268
length_of_interaction,kullback leibler,6,2,36.0,14.0,36.0,13.0,0.734693877551,0.72,0.727272727273
length_of_interaction,kullback leibler,6,3,30.0,17.0,33.0,19.0,0.612244897959,0.63829787234,0.625
length_of_interaction,kullback leibler,6,4,22.0,28.0,22.0,27.0,0.448979591837,0.44,0.444444444444
length_of_interaction,kullback leibler,6,5,29.0,34.0,16.0,20.0,0.591836734694,0.460317460317,0.517857142857
length_of_interaction,kullback leibler,6,6,28.0,47.0,3.0,21.0,0.571428571429,0.373333333333,0.451612903226
length_of_interaction,kullback leibler,6,7,28.0,48.0,2.0,21.0,0.571428571429,0.368421052632,0.448
length_of_interaction,mean kullback leibler,6,1,38.0,8.0,42.0,11.0,0.775510204082,0.826086956522,0.8
length_of_interaction,mean kullback leibler,6,2,42.0,18.0,32.0,7.0,0.857142857143,0.7,0.770642201835
length_of_interaction,mean kullback leibler,6,3,31.0,20.0,30.0,18.0,0.632653061224,0.607843137255,0.62
length_of_interaction,mean kullback leibler,6,4,22.0,31.0,19.0,27.0,0.448979591837,0.415094339623,0.43137254902
length_of_interaction,mean kullback leibler,6,5,31.0,36.0,14.0,18.0,0.632653061224,0.462686567164,0.534482758621
length_of_interaction,mean kullback leibler,6,6,35.0,48.0,2.0,14.0,0.714285714286,0.421686746988,0.530303030303
length_of_interaction,mean kullback leibler,6,7,28.0,48.0,2.0,21.0,0.571428571429,0.368421052632,0.448
length_of_interaction,symmetric kullback leibler,6,1,38.0,8.0,42.0,11.0,0.775510204082,0.826086956522,0.8
length_of_interaction,symmetric kullback leibler,6,2,42.0,18.0,32.0,7.0,0.857142857143,0.7,0.770642201835
length_of_interaction,symmetric kullback leibler,6,3,31.0,20.0,30.0,18.0,0.632653061224,0.607843137255,0.62
length_of_interaction,symmetric kullback leibler,6,4,22.0,31.0,19.0,27.0,0.448979591837,0.415094339623,0.43137254902
length_of_interaction,symmetric kullback leibler,6,5,31.0,36.0,14.0,18.0,0.632653061224,0.462686567164,0.534482758621
length_of_interaction,symmetric kullback leibler,6,6,35.0,48.0,2.0,14.0,0.714285714286,0.421686746988,0.530303030303
length_of_interaction,symmetric kullback leibler,6,7,28.0,48.0,2.0,21.0,0.571428571429,0.368421052632,0.448
length_of_interaction,cosine,7,1,26.0,4.0,46.0,23.0,0.530612244898,0.866666666667,0.658227848101
length_of_interaction,cosine,7,2,30.0,19.0,31.0,19.0,0.612244897959,0.612244897959,0.612244897959
length_of_interaction,cosine,7,3,23.0,25.0,25.0,26.0,0.469387755102,0.479166666667,0.474226804124
length_of_interaction,cosine,7,4,17.0,31.0,19.0,32.0,0.34693877551,0.354166666667,0.350515463918
length_of_interaction,cosine,7,5,24.0,43.0,7.0,25.0,0.489795918367,0.358208955224,0.413793103448
length_of_interaction,cosine,7,6,29.0,47.0,3.0,20.0,0.591836734694,0.381578947368,0.464
length_of_interaction,cosine,7,7,27.0,45.0,5.0,22.0,0.551020408163,0.375,0.446280991736
length_of_interaction,jensen,7,1,13.0,0.0,50.0,36.0,0.265306122449,1.0,0.41935483871
length_of_interaction,jensen,7,2,20.0,8.0,42.0,29.0,0.408163265306,0.714285714286,0.519480519481
length_of_interaction,jensen,7,3,14.0,13.0,37.0,35.0,0.285714285714,0.518518518519,0.368421052632
length_of_interaction,jensen,7,4,15.0,18.0,32.0,34.0,0.30612244898,0.454545454545,0.365853658537
length_of_interaction,jensen,7,5,23.0,28.0,22.0,26.0,0.469387755102,0.450980392157,0.46
length_of_interaction,jensen,7,6,27.0,41.0,9.0,22.0,0.551020408163,0.397058823529,0.461538461538
length_of_interaction,jensen,7,7,19.0,42.0,8.0,30.0,0.387755102041,0.311475409836,0.345454545455
length_of_interaction,kullback leibler,7,1,13.0,0.0,50.0,36.0,0.265306122449,1.0,0.41935483871
length_of_interaction,kullback leibler,7,2,16.0,7.0,43.0,33.0,0.326530612245,0.695652173913,0.444444444444
length_of_interaction,kullback leibler,7,3,13.0,15.0,35.0,36.0,0.265306122449,0.464285714286,0.337662337662
length_of_interaction,kullback leibler,7,4,15.0,20.0,30.0,34.0,0.30612244898,0.428571428571,0.357142857143
length_of_interaction,kullback leibler,7,5,23.0,30.0,20.0,26.0,0.469387755102,0.433962264151,0.450980392157
length_of_interaction,kullback leibler,7,6,19.0,45.0,5.0,30.0,0.387755102041,0.296875,0.336283185841
length_of_interaction,kullback leibler,7,7,19.0,43.0,7.0,30.0,0.387755102041,0.306451612903,0.342342342342
length_of_interaction,mean kullback leibler,7,1,13.0,1.0,49.0,36.0,0.265306122449,0.928571428571,0.412698412698
length_of_interaction,mean kullback leibler,7,2,20.0,10.0,40.0,29.0,0.408163265306,0.666666666667,0.506329113924
length_of_interaction,mean kullback leibler,7,3,14.0,13.0,37.0,35.0,0.285714285714,0.518518518519,0.368421052632
length_of_interaction,mean kullback leibler,7,4,15.0,18.0,32.0,34.0,0.30612244898,0.454545454545,0.365853658537
length_of_interaction,mean kullback leibler,7,5,23.0,28.0,22.0,26.0,0.469387755102,0.450980392157,0.46
length_of_interaction,mean kullback leibler,7,6,27.0,41.0,9.0,22.0,0.551020408163,0.397058823529,0.461538461538
length_of_interaction,mean kullback leibler,7,7,19.0,42.0,8.0,30.0,0.387755102041,0.311475409836,0.345454545455
length_of_interaction,symmetric kullback leibler,7,1,13.0,1.0,49.0,36.0,0.265306122449,0.928571428571,0.412698412698
length_of_interaction,symmetric kullback leibler,7,2,20.0,10.0,40.0,29.0,0.408163265306,0.666666666667,0.506329113924
length_of_interaction,symmetric kullback leibler,7,3,14.0,13.0,37.0,35.0,0.285714285714,0.518518518519,0.368421052632
length_of_interaction,symmetric kullback leibler,7,4,15.0,18.0,32.0,34.0,0.30612244898,0.454545454545,0.365853658537
length_of_interaction,symmetric kullback leibler,7,5,23.0,28.0,22.0,26.0,0.469387755102,0.450980392157,0.46
length_of_interaction,symmetric kullback leibler,7,6,27.0,41.0,9.0,22.0,0.551020408163,0.397058823529,0.461538461538
length_of_interaction,symmetric kullback leibler,7,7,19.0,42.0,8.0,30.0,0.387755102041,0.311475409836,0.345454545455
length_of_interaction,cosine,8,1,18.0,4.0,46.0,31.0,0.367346938776,0.818181818182,0.507042253521
length_of_interaction,cosine,8,2,28.0,19.0,31.0,21.0,0.571428571429,0.595744680851,0.583333333333
length_of_interaction,cosine,8,3,23.0,25.0,25.0,26.0,0.469387755102,0.479166666667,0.474226804124
length_of_interaction,cosine,8,4,18.0,31.0,19.0,31.0,0.367346938776,0.367346938776,0.367346938776
length_of_interaction,cosine,8,5,24.0,41.0,9.0,25.0,0.489795918367,0.369230769231,0.421052631579
length_of_interaction,cosine,8,6,29.0,46.0,4.0,20.0,0.591836734694,0.386666666667,0.467741935484
length_of_interaction,cosine,8,7,27.0,43.0,7.0,22.0,0.551020408163,0.385714285714,0.453781512605
length_of_interaction,jensen,8,1,0.0,0.0,50.0,49.0,0,0,0.0
length_of_interaction,jensen,8,2,14.0,2.0,48.0,35.0,0.285714285714,0.875,0.430769230769
length_of_interaction,jensen,8,3,13.0,11.0,39.0,36.0,0.265306122449,0.541666666667,0.356164383562
length_of_interaction,jensen,8,4,15.0,18.0,32.0,34.0,0.30612244898,0.454545454545,0.365853658537
length_of_interaction,jensen,8,5,23.0,26.0,24.0,26.0,0.469387755102,0.469387755102,0.469387755102
length_of_interaction,jensen,8,6,27.0,40.0,10.0,22.0,0.551020408163,0.402985074627,0.465517241379
