Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
simulation_quality,jensen,6,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,6,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,6,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,6,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,6,1,1569.0,1472.0,108.0,11.0,0.993037974684,0.515948701085,0.679073793551
simulation_quality,kullback leibler,6,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,6,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,6,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,6,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,6,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,6,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,6,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,6,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,6,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,6,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,6,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,6,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,6,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,6,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,6,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,6,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,6,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,6,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,6,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,6,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,cosine,7,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,cosine,7,2,1534.0,1435.0,145.0,46.0,0.970886075949,0.516672280229,0.674433941526
simulation_quality,cosine,7,3,1285.0,1101.0,479.0,295.0,0.813291139241,0.538558256496,0.648008068583
simulation_quality,cosine,7,4,1132.0,948.0,632.0,448.0,0.716455696203,0.544230769231,0.618579234973
simulation_quality,cosine,7,5,1108.0,924.0,656.0,472.0,0.701265822785,0.545275590551,0.613510520487
simulation_quality,cosine,7,6,1034.0,904.0,676.0,546.0,0.654430379747,0.533539731682,0.587833996589
simulation_quality,cosine,7,7,1068.0,924.0,656.0,512.0,0.675949367089,0.536144578313,0.597984322508
simulation_quality,jensen,7,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,7,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,7,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,7,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,7,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,7,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,7,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,7,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,7,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,7,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,7,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,7,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,7,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,7,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,7,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,7,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,7,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,7,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,7,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,7,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,7,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,7,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,7,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,7,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,7,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,7,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,7,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,7,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,cosine,8,1,1580.0,1571.0,9.0,0.0,1.0,0.501428118058,0.667934897485
simulation_quality,cosine,8,2,1422.0,1282.0,298.0,158.0,0.9,0.525887573964,0.663865546218
simulation_quality,cosine,8,3,1163.0,953.0,627.0,417.0,0.736075949367,0.549621928166,0.629329004329
simulation_quality,cosine,8,4,1101.0,922.0,658.0,479.0,0.696835443038,0.544241225902,0.611157368859
simulation_quality,cosine,8,5,1102.0,915.0,665.0,478.0,0.69746835443,0.546355974219,0.612732832916
simulation_quality,cosine,8,6,976.0,889.0,691.0,604.0,0.617721518987,0.523324396783,0.566618287373
simulation_quality,cosine,8,7,1009.0,909.0,671.0,571.0,0.638607594937,0.526068821689,0.576901086335
simulation_quality,jensen,8,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,8,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,8,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,8,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
