Criteria,Classifier,n,Freq. Threshold,TP,FP,TN,FN,Recall,Precision,F-Measure
simulation_quality,jensen,8,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,8,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,jensen,8,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,8,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,8,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,8,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,8,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,8,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,8,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,kullback leibler,8,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,8,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,8,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,8,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,8,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,8,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,8,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,mean kullback leibler,8,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,8,1,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,8,2,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,8,3,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,8,4,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,8,5,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,8,6,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
simulation_quality,symmetric kullback leibler,8,7,1580.0,1580.0,0.0,0.0,1.0,0.5,0.666666666667
