iteration,tar_WA,confirm strategy,taskID,numTurns,numUserTurns,WPST,WPUT,numAVPs,sumCorrectAVPs,sumDeletions,sumSubstitutions,sumInsertions,CER,sumPACO,sumPAPA,sumPAFA,sumPAIC,UA,QD,CE,numSolutions,numBargeIns,numCancelAttempts,numHelpRequests,# turns / concept,# turns till solution,# affirms,# negations,# accepts,# neglects,task success
784,100,0,79,25,12,18.6923076923,,1.1538461538,14,1,0,2,0.2,9,0,1,2,0.75,0.7692307692,1,1,0,0,0,1.5,12,0,0,3,0,SCu
785,100,0,79,3,1,33,,1.5,2,1,0,0,0.3333333333,0,1,0,0,0,1,0.6666666667,1,0,0,0,0.3333333333,1,0,0,0,0,FS
786,100,0,79,29,14,17.8666666667,,1.1333333333,14,3,0,3,0.3529411765,9,1,1,3,0.6428571429,0.5333333333,0.7272727273,3,0,0,0,1.75,13,0,2,3,0,FS
787,100,0,79,25,12,18.8461538462,,1.0769230769,14,0,0,3,0.2142857143,9,0,0,3,0.75,0.7692307692,1,1,0,0,0,1.5,12,0,0,3,0,SCu
788,100,0,79,33,16,16.8235294118,,0.9411764706,16,0,0,6,0.375,10,0,0,6,0.625,0.6470588235,1,1,0,0,0,1.7777777778,16,0,0,3,0,SCu
789,100,0,79,41,20,17.5714285714,,0.9523809524,17,3,0,3,0.3,16,0,1,3,0.8,0.5238095238,0.8461538462,6,0,0,0,2.2222222222,18,0,1,5,0,FS
790,100,0,79,23,11,19.5,,1.1666666667,14,0,0,4,0.2857142857,8,0,0,3,0.7272727273,0.8333333333,1,1,0,0,0,1.375,11,0,0,3,0,SCu
791,100,1,80,5,2,28.6666666667,,1.3333333333,3,1,0,1,0.5,1,0,0,1,0.5,0.6666666667,0.6666666667,3,0,0,0,0.6666666667,2,0,0,1,0,FS
792,100,1,80,7,3,19.75,,1.25,5,0,0,1,0.2,2,0,0,1,0.6666666667,0.75,1,0,0,0,0,1,3,0,1,1,0,SN
793,100,1,80,7,3,21,,1.25,5,0,0,1,0.2,2,0,0,1,0.6666666667,0.75,1,0,0,0,0,1,3,0,1,1,0,SN
794,100,1,80,7,3,19.75,,1.25,5,0,0,0,0,3,0,0,0,1,0.75,1,0,0,0,0,1,3,0,1,1,0,SN
795,100,1,80,13,6,16,,0.8571428571,5,1,0,2,0.5,4,0,0,2,0.6666666667,0.4285714286,1,0,0,0,0,2,6,0,1,2,0,SN
796,100,1,80,7,3,19.5,,1,4,0,0,1,0.25,2,0,0,1,0.6666666667,0.5,1,0,0,0,0,1.5,3,0,1,1,0,SN
797,100,1,80,15,7,16.75,,0.875,6,1,0,1,0.2857142857,5,0,1,1,0.7142857143,0.5,0.8,3,0,0,0,1.75,7,0,0,2,0,FS
798,100,1,80,5,2,28.6666666667,,1,3,0,0,1,0.3333333333,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,1,0,FS
799,100,1,80,7,3,19.75,,1.25,5,0,0,1,0.2,2,0,0,1,0.6666666667,0.75,1,0,0,0,0,1,3,0,1,1,0,SN
800,100,1,80,23,11,12.1666666667,,0.9166666667,9,2,0,3,0.4545454545,6,0,2,3,0.5454545455,0.4166666667,0.8333333333,0,0,0,0,2.2,11,0,1,2,0,SN
801,70,0,81,31,15,13.875,,0.9375,10,5,0,2,0.4666666667,9,0,4,2,0.6,0.3125,0.5,3,0,0,0,2.5,14,0,2,1,0,S
802,70,0,81,17,8,12.3333333333,,0.8888888889,4,4,0,1,0.625,5,0,3,1,0.625,0.4444444444,0.5,0,0,0,0,1.3333333333,9,0,0,0,0,FU
803,70,0,81,29,14,16.2666666667,,0.9333333333,10,4,0,7,0.7857142857,4,0,3,7,0.2857142857,0.3333333333,0.625,3,0,0,0,2.3333333333,13,0,2,1,0,S
804,70,0,81,15,7,16.125,,0.875,3,4,0,1,0.7142857143,3,0,4,1,0.4285714286,0.375,0.4285714286,0,0,0,0,1.75,8,0,0,0,0,FU
805,70,0,81,25,12,16,,0.9230769231,8,4,0,2,0.5,6,0,4,2,0.5,0.3846153846,0.625,6,0,0,0,2.4,10,0,2,2,0,S
806,70,0,81,31,15,15.375,,0.9375,13,2,0,4,0.4,9,0,2,4,0.6,0.4375,0.875,6,0,0,0,2.5,13,0,2,2,0,S
807,70,0,81,33,16,16.1176470588,,0.9411764706,13,3,0,4,0.4375,11,0,2,4,0.6875,0.4117647059,0.7777777778,12,0,0,0,2.6666666667,13,0,1,4,0,S
808,70,0,81,15,7,20.125,,0.875,6,1,0,5,0.8571428571,3,0,0,4,0.4285714286,0.375,0.75,0,0,0,0,3.5,7,0,1,1,0,SN
809,70,0,81,19,9,11.3,,0.9,4,5,0,2,0.7777777778,4,0,5,1,0.4444444444,0.3,0.375,0,0,0,0,2.25,10,0,0,0,0,FU
810,70,0,81,27,13,16.7857142857,,0.9285714286,12,1,0,5,0.4615384615,8,0,0,5,0.6153846154,0.4285714286,0.8571428571,6,0,0,0,2.6,11,0,2,2,0,S
811,100,0,82,3,1,36.5,,2.5,4,1,0,2,0.6,0,0,0,1,0,2,0.8,2,0,0,0,0.2,1,0,0,0,0,FS
812,100,0,82,3,1,32.5,,2.5,5,0,0,2,0.4,0,0,0,1,0,2.5,1,1,0,0,0,0.2,1,0,0,0,0,S
813,100,0,82,11,5,19.1666666667,,0.8333333333,5,0,0,2,0.4,3,0,0,2,0.6,0.6666666667,0.8,2,0,0,0,1,5,0,0,0,0,FS
814,100,0,82,9,4,21.4,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,1,0,0,0,1,4,0,0,0,0,SCs
815,100,0,82,15,7,19.875,,0.875,6,1,0,2,0.4285714286,4,0,1,2,0.5714285714,0.625,0.7142857143,2,0,0,0,1.1666666667,7,0,0,0,0,FS
816,100,0,82,15,7,16.125,,0.875,5,2,0,2,0.5714285714,4,0,1,2,0.5714285714,0.625,0.7142857143,2,0,0,0,1.4,7,0,0,0,0,FS
817,100,0,82,3,1,32.5,,2.5,4,1,0,1,0.4,0,0,0,1,0,2,0.8,1,0,0,0,0.2,1,0,0,0,0,SCs
818,100,0,82,3,1,35,,2,4,0,0,1,0.25,0,0,0,1,0,2,1,1,0,0,0,0.25,1,0,0,0,0,SCs
819,100,0,82,11,5,18,,0.8333333333,5,0,0,1,0.2,4,0,0,1,0.8,0.8333333333,1,2,0,0,0,1,5,0,0,0,0,FS
820,100,0,82,3,1,35,,2.5,5,0,0,2,0.4,0,0,0,1,0,2.5,1,1,0,0,0,0.2,1,0,0,0,0,S
821,100,0,83,21,10,17.7272727273,,1.0909090909,11,1,0,0,0.0833333333,9,0,1,0,0.9,0.7272727273,1,1,0,0,0,1.4285714286,10,0,0,2,0,SCu
822,100,0,83,23,11,18.8333333333,,1.1666666667,12,2,0,0,0.1428571429,9,0,2,0,0.8181818182,0.5833333333,0.7777777778,0,0,0,0,1.5714285714,11,0,1,3,0,SN
823,100,0,83,17,8,20,,1.2222222222,10,1,0,1,0.1818181818,7,0,0,1,0.875,0.6666666667,0.8571428571,1,0,0,0,1.3333333333,8,0,0,2,0,SCuCs
824,100,0,83,25,12,19.2307692308,,1.1538461538,14,1,0,1,0.1333333333,10,0,1,1,0.8333333333,0.6153846154,0.8888888889,3,0,0,0,1.7142857143,12,0,0,3,0,SCuCs
825,100,0,83,23,11,17.0833333333,,1,10,2,0,0,0.1666666667,9,1,1,0,0.8181818182,0.5833333333,0.875,1,0,0,0,1.8333333333,11,0,0,2,0,SCuCs
826,100,0,83,33,16,17.0588235294,,0.9411764706,14,2,0,0,0.125,14,0,2,0,0.875,0.5882352941,0.9090909091,3,0,0,0,1.7777777778,16,0,0,3,0,SCu
827,100,0,83,25,12,18,,0.9230769231,12,0,0,1,0.0833333333,11,0,0,1,0.9166666667,0.6153846154,1,1,0,0,0,1.7142857143,12,0,0,2,0,SCuCs
828,100,0,83,19,9,19.2,,1.2,10,2,0,3,0.4166666667,5,0,1,3,0.5555555556,0.7,0.875,1,0,0,0,1.5,9,0,0,2,0,SCuCs
829,100,0,83,17,8,20,,1.2222222222,10,1,0,1,0.1818181818,6,0,1,1,0.75,0.7777777778,1,1,0,0,0,1.3333333333,8,0,0,2,0,SCuCs
830,100,0,83,29,14,16.2,,0.9333333333,12,2,0,2,0.2857142857,11,0,2,1,0.7857142857,0.6,0.9,1,0,0,0,1.75,14,0,0,2,0,SCu
831,100,0,84,7,3,24.25,,1,3,1,0,1,0.5,1,1,0,1,0.3333333333,0.75,0.75,3,0,0,0,0.75,3,0,0,0,0,FS
832,100,0,84,7,3,26,,1,3,1,0,1,0.5,1,1,0,1,0.3333333333,0.75,0.75,2,0,0,0,1,3,0,0,0,0,SCs
833,100,0,84,11,5,20,,1.1666666667,7,0,0,1,0.1428571429,4,0,0,1,0.8,0.6666666667,1,0,0,0,0,1.25,5,0,2,0,0,SN
834,100,0,84,9,4,21.6,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,2,0,0,0,1,4,0,0,0,0,SCs
835,100,0,84,15,7,17.25,,0.875,4,2,1,3,0.8571428571,3,0,1,3,0.4285714286,0.375,0.5,3,0,0,0,1.4,7,0,0,0,0,FS
836,100,0,84,7,3,25.5,,1,3,1,0,1,0.5,1,1,0,1,0.3333333333,0.75,0.75,3,0,0,0,1,3,0,0,0,0,FS
837,100,0,84,3,1,38.5,,1,2,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0.5,1,0,0,0,0,SCs
838,100,0,84,15,7,17.75,,0.875,6,1,0,3,0.5714285714,4,0,0,3,0.5714285714,0.625,0.8333333333,3,0,0,0,1.4,7,0,0,0,0,FS
839,100,0,84,9,4,22.6,,0.8,4,0,0,0,0,4,0,0,0,1,0.8,1,2,0,0,0,1,4,0,0,0,0,SCs
840,100,0,84,9,4,22.8,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,3,0,0,0,1,4,0,0,0,0,FS
841,100,0,85,7,3,32.75,,0.75,2,1,0,1,0.6666666667,1,0,1,1,0.3333333333,0.5,0.6666666667,3,0,0,0,1.5,3,0,0,0,0,S
842,100,0,85,5,2,31,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
843,100,0,85,5,2,31,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
844,100,0,85,9,4,23.8,,0.8,3,1,0,2,0.75,1,0,1,2,0.25,0.6,0.75,2,0,0,0,1.3333333333,4,0,0,0,0,FS
845,100,0,85,5,2,32.6666666667,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
846,100,0,85,5,2,32.6666666667,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
847,100,0,85,5,2,31,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
848,100,0,85,5,2,31,,0.6666666667,2,0,0,2,1,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
849,100,0,85,5,2,31,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
850,100,0,85,3,1,38.5,,0.5,1,0,0,0,0,1,0,0,0,1,0.5,1,3,0,0,0,1,1,0,0,0,0,S
851,100,0,86,13,6,17.1428571429,,0.8571428571,5,1,0,0,0.1666666667,5,0,1,0,0.8333333333,0.7142857143,0.8333333333,2,0,0,0,1.2,6,0,0,0,0,FS
852,100,0,86,17,8,19.1111111111,,0.8888888889,8,0,0,1,0.125,7,0,0,1,0.875,0.6666666667,1,1,0,0,0,1.6,8,0,0,1,0,SCuCs
853,100,0,86,11,5,21.6666666667,,1.3333333333,8,0,0,0,0,5,0,0,0,1,1,1,1,0,0,0,0.8333333333,5,0,0,1,0,SCuCs
854,100,0,86,13,6,20,,1.2857142857,8,1,0,4,0.5555555556,2,0,0,4,0.3333333333,0.8571428571,0.8571428571,1,0,0,0,0.8571428571,6,0,0,1,0,SCuCs
855,100,0,86,11,5,20.5,,0.8333333333,5,0,0,2,0.4,3,0,0,2,0.6,0.6666666667,1,2,0,0,0,1.25,5,0,0,0,0,FS
856,100,0,86,17,8,19.6666666667,,0.8888888889,8,0,0,1,0.125,7,0,0,1,0.875,0.6666666667,1,1,0,0,0,1.6,8,0,0,1,0,SCuCs
857,100,0,86,15,7,19.125,,0.875,4,3,0,2,0.7142857143,3,0,2,2,0.4285714286,0.5,0.5714285714,2,0,0,0,1.4,7,0,0,0,0,FS
858,100,0,86,5,2,27.3333333333,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,2,0,0,0,1,2,0,0,0,0,FS
859,100,0,86,15,7,15.5,,0.875,5,2,0,2,0.5714285714,3,0,2,2,0.4285714286,0.625,0.7142857143,2,0,0,0,1.4,7,0,0,0,0,FS
860,100,0,86,3,1,36,,2,3,1,0,2,0.75,0,0,0,1,0,1.5,0.75,2,0,0,0,0.25,1,0,0,0,0,FS
861,100,0,87,17,8,19.2222222222,,1.2222222222,9,2,0,0,0.1818181818,6,1,1,0,0.75,0.5555555556,0.7142857143,0,0,0,0,1.3333333333,8,0,1,2,0,SN
862,100,0,87,3,1,35,,1.5,3,0,0,1,0.3333333333,0,0,0,1,0,1.5,1,1,0,0,0,0.3333333333,1,0,0,0,0,SCs
863,100,0,87,31,15,15.75,,0.9375,11,4,0,1,0.3333333333,10,0,4,1,0.6666666667,0.5625,0.6923076923,1,0,0,0,1.875,15,0,0,1,0,SCu
864,100,0,87,5,2,27.3333333333,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,2,0,0,0,1,2,0,0,0,0,FS
865,100,0,87,37,18,18.4210526316,,0.9473684211,13,5,0,3,0.4444444444,10,0,5,3,0.5555555556,0.4736842105,0.6428571429,0,0,0,0,1.8,18,0,1,2,0,SN
866,100,0,87,33,16,16.4705882353,,0.9411764706,13,3,0,1,0.25,12,0,3,1,0.75,0.5294117647,0.75,0,0,0,0,1.7777777778,16,0,1,2,0,SN
867,100,0,87,11,5,21.1666666667,,1.3333333333,6,2,0,0,0.25,4,1,0,0,0.8,0.6666666667,0.6666666667,1,0,0,0,0.8333333333,5,0,0,1,0,SCuCs
868,100,0,87,21,10,12.0909090909,,0.9090909091,6,4,0,2,0.6,5,0,4,2,0.5,0.4545454545,0.5555555556,0,0,0,0,1.6666666667,11,0,0,0,0,FU
869,100,0,87,17,8,17.5555555556,,1.2222222222,8,3,0,0,0.2727272727,6,1,1,0,0.75,0.7777777778,0.7777777778,1,0,0,0,1.1428571429,8,0,0,1,0,SCu
870,100,0,87,11,5,21.1666666667,,1.1666666667,7,0,0,1,0.1428571429,4,0,0,1,0.8,0.8333333333,1,1,0,0,0,1,5,0,0,1,0,SCuCs
871,70,0,88,5,2,22.3333333333,,1,3,0,0,0,0,2,0,0,0,1,0.6666666667,1,0,0,0,0,1,2,0,1,0,0,SN
872,70,0,88,23,11,14.0833333333,,0.9166666667,6,5,0,4,0.8181818182,4,0,4,3,0.3636363636,0.4166666667,0.5555555556,2,0,0,0,1.8333333333,11,0,0,0,0,S
873,70,0,88,11,5,22.5,,0.8333333333,3,2,0,1,0.6,2,0,2,1,0.4,0.5,0.75,0,0,0,0,2.5,5,0,1,0,0,SN
874,70,0,88,5,2,24,,1.3333333333,4,0,0,2,0.5,0,0,0,2,0,1,1,0,0,0,0,0.6666666667,2,0,1,0,0,SN
875,70,0,88,3,1,36,,1.5,2,1,0,0,0.3333333333,0,1,0,0,0,1,0.6666666667,2,0,0,0,0.3333333333,1,0,0,0,0,SCs
876,70,0,88,15,7,18.75,,0.875,5,2,0,2,0.5714285714,3,0,2,2,0.4285714286,0.375,0.6,0,0,0,0,1.75,7,0,1,0,0,SN
877,70,0,88,3,1,36,,1.5,2,1,0,1,0.6666666667,0,0,0,1,0,1,0.6666666667,2,0,0,0,0.3333333333,1,0,0,0,0,SCs
878,70,0,88,29,14,13,,0.9333333333,9,5,0,7,0.8571428571,4,0,4,6,0.2857142857,0.3333333333,0.5,3,0,0,0,2.8,14,0,0,0,0,FS
879,70,0,88,5,2,24,,1.3333333333,3,1,0,0,0.25,1,1,0,0,0.5,0.6666666667,0.6666666667,0,0,0,0,0.6666666667,2,0,1,0,0,SN
880,70,0,88,17,8,15.8888888889,,0.8888888889,3,5,0,3,1,3,0,2,3,0.375,0.3333333333,0.4285714286,0,0,0,0,2,8,0,1,0,0,SN
881,100,0,89,9,4,22.8,,0.8,4,0,0,2,0.5,2,0,0,2,0.5,0.8,1,2,0,0,0,1,4,0,0,0,0,SCs
882,100,0,89,9,4,19.2,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,2,0,0,0,1,4,0,0,0,0,S
883,100,0,89,11,5,18.6666666667,,0.8333333333,5,0,0,1,0.2,4,0,0,1,0.8,0.8333333333,1,2,0,0,0,1,5,0,0,0,0,S
884,100,0,89,11,5,18.6666666667,,0.8333333333,5,0,0,2,0.4,4,0,0,1,0.8,0.8333333333,1,2,0,0,0,1,5,0,0,0,0,S
885,100,0,89,9,4,20.2,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,2,0,0,0,1,4,0,0,0,0,S
886,100,0,89,11,5,19.5,,0.8333333333,5,0,0,1,0.2,4,0,0,1,0.8,0.8333333333,1,2,0,0,0,1,5,0,0,0,0,S
887,100,0,89,13,6,17.7142857143,,0.8571428571,5,1,0,2,0.5,3,0,1,2,0.5,0.7142857143,0.8333333333,2,0,0,0,1.2,6,0,0,0,0,S
888,100,0,89,11,5,16.8333333333,,0.8333333333,5,0,0,3,0.6,2,0,0,3,0.4,0.6666666667,1,1,0,0,0,1.25,5,0,0,0,0,S
889,100,0,89,11,5,18.8333333333,,0.8333333333,5,0,0,2,0.4,3,0,0,2,0.6,0.8333333333,1,1,0,0,0,1,5,0,0,0,0,S
890,100,0,89,9,4,19.2,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.8,1,2,0,0,0,1,4,0,0,0,0,S
891,70,0,90,17,8,21.5555555556,,0.8888888889,7,1,0,2,0.375,6,0,1,1,0.75,0.5555555556,0.8333333333,1,0,0,0,1.6,8,0,0,1,0,SCuCs
892,70,0,90,11,5,19.5,,0.8333333333,4,1,0,1,0.4,4,0,0,1,0.8,0.6666666667,0.8,2,0,0,0,1.25,5,0,0,0,0,FS
893,70,0,90,15,7,18.875,,1.375,10,1,0,4,0.4545454545,5,0,0,2,0.7142857143,0.75,0.8571428571,1,0,0,0,1,7,0,0,1,0,SCuCs
894,70,0,90,11,5,22.6666666667,,1.5,8,1,0,2,0.3333333333,3,0,0,2,0.6,1,0.8571428571,1,0,0,0,0.7142857143,5,0,0,1,0,FS
895,70,0,90,15,7,23.375,,1.375,9,2,0,2,0.3636363636,5,0,1,1,0.7142857143,0.875,0.875,1,0,0,0,0.875,7,0,0,1,0,SCuCs
896,70,0,90,29,14,18.0666666667,,0.9333333333,9,4,1,1,0.4285714286,8,0,4,2,0.5714285714,0.4666666667,0.6363636364,1,0,0,0,1.4,14,0,0,1,0,SCu
897,70,0,90,13,6,19.8571428571,,1.2857142857,6,3,0,3,0.6666666667,3,0,1,2,0.5,0.7142857143,0.7142857143,0,0,0,0,1,6,0,0,2,0,FS
898,70,0,90,17,8,18.4444444444,,0.8888888889,8,0,0,1,0.125,7,0,0,1,0.875,0.6666666667,1,1,0,0,0,1.6,8,0,0,1,0,SCuCs
899,70,0,90,11,5,21.6666666667,,1.5,9,0,0,1,0.1111111111,4,0,0,1,0.8,1.1666666667,1,1,0,0,0,0.7142857143,5,0,0,1,0,SCu
900,70,0,90,27,13,18.6428571429,,0.9285714286,11,1,1,1,0.2307692308,10,0,1,2,0.7692307692,0.4285714286,0.75,1,0,0,0,1.8571428571,13,0,0,3,0,SCuCs
901,100,0,91,11,5,17.3333333333,,0.8333333333,4,1,0,1,0.4,4,0,0,1,0.8,0.6666666667,0.8,1,0,0,0,1.25,5,0,0,0,0,FS
902,100,0,91,31,15,17.25,,0.9375,14,1,0,1,0.1333333333,13,0,1,1,0.8666666667,0.5,1,0,0,0,0,2.5,15,0,1,3,0,SN
903,100,0,91,23,11,19.5,,1.1666666667,12,2,0,0,0.1428571429,9,1,1,0,0.8181818182,0.5,0.8571428571,0,0,0,0,1.8333333333,11,0,1,3,0,SN
904,100,0,91,23,11,19.9166666667,,1.1666666667,14,0,0,1,0.0714285714,10,0,0,1,0.9090909091,0.5833333333,1,0,0,0,0,1.8333333333,11,0,1,3,0,SN
905,100,0,91,37,18,17.3684210526,,0.9473684211,17,1,0,2,0.1666666667,15,0,1,2,0.8333333333,0.5263157895,0.9090909091,0,0,0,0,2.25,18,0,1,3,0,SN
906,100,0,91,7,3,21.5,,0.75,3,0,0,2,0.6666666667,1,0,0,2,0.3333333333,0.75,1,1,0,0,0,1,3,0,0,0,0,SCs
907,100,0,91,5,2,27.3333333333,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,2,0,0,0,1,2,0,0,0,0,FS
908,100,0,91,35,17,16.1111111111,,0.9444444444,15,2,0,2,0.2352941176,13,0,2,2,0.7647058824,0.4444444444,0.8,0,0,0,0,2.8333333333,17,0,1,3,0,SN
909,100,0,91,27,13,17.5714285714,,1.1428571429,15,1,0,2,0.1875,11,0,0,2,0.8461538462,0.5714285714,0.8888888889,0,0,0,0,1.8571428571,13,0,1,3,0,SN
910,100,0,91,11,5,18.1666666667,,0.8333333333,4,1,0,1,0.4,4,0,0,1,0.8,0.6666666667,0.8,1,0,0,0,1.25,5,0,0,0,0,FS
911,100,0,92,3,1,36,,1.5,2,1,0,0,0.3333333333,0,1,0,0,0,1,0.6666666667,2,0,0,0,0.3333333333,1,0,0,0,0,SCs
912,100,0,92,9,4,22.8,,0.8,4,0,0,0,0,4,0,0,0,1,0.8,1,3,0,0,0,1,4,0,0,0,0,FS
913,100,0,92,7,3,23.25,,1,3,1,0,0,0.25,2,1,0,0,0.6666666667,0.75,0.75,2,0,0,0,1,3,0,0,0,0,SCs
914,100,0,92,19,9,18.3,,0.9,5,4,0,4,0.8888888889,3,0,3,3,0.3333333333,0.4,0.5714285714,3,0,0,0,1.5,9,0,0,0,0,FS
915,100,0,92,17,8,19.1111111111,,0.8888888889,7,1,0,1,0.25,6,0,1,1,0.75,0.6666666667,0.8571428571,3,0,0,0,1.3333333333,8,0,0,0,0,FS
916,100,0,92,9,4,18,,0.8,4,0,0,1,0.25,3,0,0,1,0.75,0.6,1,0,0,0,0,1.3333333333,4,0,1,0,0,SN
917,100,0,92,11,5,18.1666666667,,1.1666666667,4,3,0,1,0.5714285714,3,0,1,1,0.6,0.6666666667,0.5714285714,3,0,0,0,1,5,0,0,0,0,FS
918,100,0,92,3,1,38.5,,1.5,2,1,0,1,0.6666666667,0,0,0,1,0,1,0.6666666667,2,0,0,0,0.3333333333,1,0,0,0,0,SCs
919,100,0,92,5,2,24,,1.3333333333,4,0,0,2,0.5,0,0,0,2,0,1,1,0,0,0,0,0.6666666667,2,0,1,0,0,SN
920,100,0,92,19,9,18.6,,0.9,6,3,0,2,0.5555555556,5,0,3,1,0.5555555556,0.6,0.75,3,0,0,0,1.8,9,0,0,0,0,FS
921,100,0,93,5,2,32.6666666667,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
922,100,0,93,5,2,32.6666666667,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
923,100,0,93,5,2,32.6666666667,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
924,100,0,93,5,2,31,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
925,100,0,93,5,2,32.6666666667,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
926,100,0,93,5,2,31,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
927,100,0,93,5,2,31,,0.6666666667,2,0,0,0,0,2,0,0,0,1,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
928,100,0,93,3,1,41,,0.5,1,0,0,0,0,1,0,0,0,1,0.5,1,3,0,0,0,1,1,0,0,0,0,S
929,100,0,93,3,1,41,,0.5,1,0,0,1,1,0,0,0,1,0,0.5,1,3,0,0,0,1,1,0,0,0,0,S
930,100,0,93,5,2,32.6666666667,,0.6666666667,2,0,0,1,0.5,1,0,0,1,0.5,0.6666666667,1,3,0,0,0,1,2,0,0,0,0,S
931,100,0,94,15,7,16.875,,0.875,6,1,0,4,0.7142857143,3,0,0,4,0.4285714286,0.625,0.8333333333,2,0,0,0,1.4,7,0,0,0,0,FS
932,100,0,94,19,9,17.2,,0.9,9,0,0,4,0.4444444444,6,0,0,3,0.6666666667,0.5,0.8333333333,0,0,0,0,1.8,9,0,1,1,0,SN
933,100,0,94,11,5,21.6666666667,,1.5,9,0,0,2,0.2222222222,4,0,0,1,0.8,1.1666666667,1,1,0,0,0,0.7142857143,5,0,0,1,0,SCu
934,100,0,94,11,5,18,,0.8333333333,5,0,0,1,0.2,4,0,0,1,0.8,0.8333333333,1,2,0,0,0,1,5,0,0,0,0,FS
935,100,0,94,9,4,20.2,,0.8,4,0,0,0,0,4,0,0,0,1,0.8,1,2,0,0,0,1,4,0,0,0,0,FS
936,100,0,94,13,6,18,,0.8571428571,4,2,0,2,0.6666666667,3,0,1,2,0.5,0.5714285714,0.6666666667,2,0,0,0,1.5,6,0,0,0,0,FS
937,100,0,94,17,8,19,,0.8888888889,8,0,0,1,0.125,7,0,0,1,0.875,0.6666666667,1,1,0,0,0,1.6,8,0,0,1,0,SCuCs
938,100,0,94,13,6,21.1428571429,,0.8571428571,5,1,0,3,0.6666666667,2,0,1,3,0.3333333333,0.5714285714,0.6666666667,2,0,0,0,1,6,0,0,0,0,FS
939,100,0,94,3,1,33,,2,4,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0.25,1,0,0,0,0,FS
940,100,0,94,11,5,21.6666666667,,1.3333333333,7,1,0,0,0.125,4,1,0,0,0.8,0.8333333333,0.8333333333,1,0,0,0,0.8333333333,5,0,0,1,0,SCuCs
941,100,0,95,23,11,15.0833333333,,0.9166666667,8,3,0,2,0.4545454545,7,0,3,1,0.6363636364,0.5833333333,0.7,0,0,0,0,1.5714285714,11,0,1,0,0,SN
942,100,0,95,5,2,22.3333333333,,1.6666666667,5,0,0,1,0.2,1,0,0,1,0.5,1.3333333333,1,0,0,0,0,0.5,2,0,1,0,0,SN
943,100,0,95,17,8,16.5555555556,,0.8888888889,6,2,0,4,0.75,4,0,1,3,0.5,0.4444444444,0.6666666667,0,0,0,0,1.6,8,0,1,0,0,SN
944,100,0,95,19,9,13.2,,0.9,7,2,0,1,0.3333333333,7,0,1,1,0.7777777778,0.5,0.7142857143,0,0,0,0,1.8,9,0,1,0,0,SN
945,100,0,95,13,6,15.1428571429,,1.2857142857,7,2,0,5,0.7777777778,2,0,0,4,0.3333333333,0.5714285714,0.6666666667,0,0,0,0,1.2,6,0,1,0,0,SN
946,100,0,95,19,9,13.7,,0.9,8,1,0,3,0.4444444444,5,0,1,3,0.5555555556,0.6,0.8571428571,0,0,0,0,1.5,9,0,1,0,0,SN
947,100,0,95,21,10,13.7272727273,,0.9090909091,7,3,0,4,0.7,5,0,2,3,0.5,0.4545454545,0.7142857143,0,0,0,0,2,10,0,1,0,0,SN
